	id	name	popularity	duration_ms	explicit	artists	id_artists	release_date	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature
86316	4frlkLwlnm58ejpNwWjxyl	No More Dream	69	221593	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-06-12	0.436	0.8690000000000001	2	-5.1739999999999995	1	0.47200000000000003	0.0124	1.6e-06	0.494	0.612	167.766	4
86334	1HQHuPpr2s2z3VIBTLtUmv	Like	69	231883	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-06-12	0.5820000000000001	0.726	0	-4.1739999999999995	0	0.11599999999999999	0.271	0.0	0.22699999999999998	0.768	100.45	4
86408	2Kspa0jD2MSkaEdonf4Cnb	We Are Bulletproof Pt.2	67	225360	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-06-12	0.754	0.9520000000000001	8	-5.11	0	0.153	0.00945	6.27e-06	0.18899999999999997	0.868	144.05100000000002	4
86756	5IYnriBBJz1iz1ki3bJnWo	Coffee	64	260433	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.6559999999999999	0.7979999999999999	0	-6.608	1	0.10300000000000001	0.008620000000000001	0.0	0.321	0.5720000000000001	92.03	4
86916	1hehPTlSVIhHEvCkVoe4HX	N.O	62	209752	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.594	0.914	11	-3.764	0	0.16699999999999998	0.0389	0.0	0.457	0.5710000000000001	146.885	4
87227	4ZSLc2F15wKVPjyLt169tt	Just One Day	71	239470	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.504	0.7120000000000001	9	-4.705	1	0.379	0.175	0.0	0.377	0.307	189.577	4
87363	6njl4FfPUwVmoIR1RKLq05	Danger	68	245140	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.738	0.868	1	-3.363	1	0.0703	0.000907	0.000215	0.275	0.37799999999999995	111.992	4
87390	0i0hqOQdyFFd4cR5s32w8x	Boy in Luv	68	230778	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-05-14	0.491	0.9470000000000001	0	-2.252	1	0.306	0.00262	0.0	0.34	0.473	166.247	4
87638	22gGBmp8JqlymbXQvAUlYX	Jump	65	236489	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.495	0.973	7	-0.9470000000000001	0	0.28300000000000003	0.0347	0.0	0.43200000000000005	0.763	102.05799999999999	4
87690	3D26URfsMlCNaa51mj9jOt	War of Hormone	65	265602	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.612	0.993	9	-1.895	1	0.24	0.11599999999999999	0.0	0.307	0.48700000000000004	98.00399999999999	4
87858	44gWm1spxejf9cc589qV28	Boy in Luv	63	230778	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.491	0.9470000000000001	0	-2.252	1	0.306	0.00262	0.0	0.34	0.473	166.247	4
88358	6kX452oUUNojKWNNuc1nqx	Butterfly	70	238862	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-11-30	0.44799999999999995	0.7759999999999999	6	-4.498	1	0.0571	0.0149	0.0	0.12	0.294	149.806	4
88659	1pePqg6hTMeaTZNNECqT03	Boyz with Fun	67	244156	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-04-29	0.7040000000000001	0.9590000000000001	1	-2.6069999999999998	0	0.192	0.0808	0.0	0.38299999999999995	0.7509999999999999	116.024	4
89092	5RGf8qn1TBWVplLyyKUsuV	Blood Sweat & Tears	75	217052	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.583	0.885	0	-3.571	0	0.106	0.0244	0.0	0.35700000000000004	0.601	92.959	4
89191	4z9gBZQjGS4QLb4LOvmeuA	Burning Up (Fire)	73	203352	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.627	0.706	10	-3.201	0	0.0597	0.00227	0.0	0.122	0.536	99.93	4
89224	54s6sdPuMjVtdB5d5KFzTC	Save Me	73	196506	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.614	0.823	1	-3.48	1	0.062	0.0269	0.0	0.0783	0.539	139.94799999999998	4
89298	4TiKZrN7gtc62SUiufpFCM	Dope	71	240021	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.579	0.8959999999999999	10	-2.781	0	0.22399999999999998	0.0272	1.02e-06	0.35200000000000004	0.6779999999999999	153.991	4
89312	7dlNGfd6Fq8xcFb4K6Glws	I Need U	71	210577	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.475	0.897	5	-2.383	0	0.0736	0.0184	0.0	0.29600000000000004	0.642	78.918	4
89474	2cn8rNlgnQOJoqWqXRvWQu	Lie	69	215753	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.542	0.777	6	-5.582000000000001	0	0.033	0.00331	0.0	0.17800000000000002	0.503	94.069	3
89534	3SESmwaRfVQddNhwCSKQur	Run	69	236334	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.5770000000000001	0.875	6	-2.944	0	0.0445	0.00165	0.0	0.0892	0.522	132.94299999999998	4
89564	2VgPA0WnwvE2nbltxa3BHz	Silver Spoon	69	233185	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.649	0.875	9	-2.88	1	0.0696	0.00128	0.0	0.0486	0.557	166.92700000000002	4
89596	626lrZfNIlthgrUfjvRYrh	Stigma	68	216063	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.583	0.475	0	-5.556	0	0.0846	0.14800000000000002	0.0	0.139	0.332	136.034	4
89673	1QWxddJmOhQb1vDdyTipMR	BTS Cypher 4	68	294463	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.8170000000000001	0.797	1	-4.395	0	0.084	0.00533	7.77e-06	0.0551	0.36200000000000004	119.977	4
89717	4BMbbfwW9GLl9b05ecYKVa	House of Cards (Full Length Edition)	68	226212	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.36700000000000005	0.67	2	-4.485	0	0.0517	0.33399999999999996	0.0	0.147	0.386	104.96	4
89790	6RioKpKPuG1vuyU0wnlAZx	21st Century Girl	67	192597	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.716	0.9059999999999999	2	-3.5389999999999997	1	0.0717	0.004229999999999999	0.0	0.0547	0.762	101.02799999999999	4
89809	6KQSeSPqBa15gMWLO1fdkk	Begin	67	229740	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.5660000000000001	0.8440000000000001	9	-5.222	0	0.0444	0.00361	0.00025699999999999996	0.141	0.29100000000000004	131.049	4
89859	43hiD0QEeUysuWqDzd8GwA	Epilogue: Young Forever	67	171803	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.606	0.815	5	-3.818	0	0.231	0.04	0.0	0.11900000000000001	0.386	88.06200000000001	4
90214	0WNGsQ1oAuHzNTk8jivBKW	Spring Day	76	274097	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.539	0.846	8	-3.1919999999999997	1	0.0354	0.0063	1.68e-06	0.13	0.46	106.992	4
90232	0ffweDHrg4bZqdG4IfGYuo	Pied Piper	76	245621	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-09-18	0.583	0.7120000000000001	2	-4.942	0	0.0326	0.2	0.0	0.268	0.7759999999999999	94.051	4
90481	5SE57ljOIUJ1ybL9U6CuBH	DNA	73	223123	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-09-18	0.598	0.775	1	-4.035	0	0.0545	0.022000000000000002	0.0	0.0677	0.687	129.819	4
90602	4hrpoqJMVE7FxBu1YWx0eQ	Not Today	72	231860	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.594	0.946	8	-3.408	1	0.126	0.0018100000000000002	1.04e-06	0.9229999999999999	0.665	110.024	4
91071	3p6hnejEQYXkiTO1lAzVc0	Euphoria	79	228615	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.637	0.799	2	-4.519	1	0.0338	0.39399999999999996	0.0	0.0921	0.562	104.995	4
91168	2AIWoHr9DF6y4KALCBKWQS	IDOL	77	222732	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.7340000000000001	0.855	9	-3.2110000000000003	1	0.11800000000000001	0.00481	0.0	0.12300000000000001	0.42200000000000004	126.035	4
91190	75scDPqGs75FotglJSoOI2	MIC Drop (Steve Aoki Remix) [Full Length Edition]	77	307676	0	['BTS', 'Steve Aoki']	['3Nrfpe0tUJi4K4DXYWgMUX', '77AiFEVeAVj2ORpC85QVJs']	2018-08-24	0.606	0.848	11	-3.952	1	0.184	0.0114	1.06e-06	0.20600000000000002	0.54	170.01	4
91329	3aW0ds4A4tSQDIp75FqWTo	FAKE LOVE	75	242334	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-05-18	0.557	0.7190000000000001	2	-4.515	0	0.0372	0.00267	0.0	0.306	0.344	77.501	4
91385	5cQB9fbuQCz4muQUFkv3rR	Serendipity (Full Length Edition)	74	276708	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.34700000000000003	0.578	8	-7.525	1	0.0626	0.445	0.0	0.231	0.226	86.73	5
91389	7L8hkKW4hnemNfuOfEZcle	Epiphany	74	240362	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.509	0.5579999999999999	2	-6.369	0	0.0276	0.29	0.0	0.131	0.327	135.879	4
91405	6Z7m5DLNPOaPg9T6nXK0rQ	DNA	74	223123	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.599	0.774	1	-4.013999999999999	0	0.0541	0.0223	0.0	0.0669	0.696	129.819	4
91561	5Sn2fm8aisVlR7S6u1KW57	FAKE LOVE	73	242334	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.557	0.7190000000000001	2	-4.515	0	0.0372	0.00267	0.0	0.306	0.344	77.501	4
91649	4eVkn18rN4GguUWOsR6Use	Answer : Love Myself	72	251280	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.569	0.7929999999999999	1	-3.7489999999999997	1	0.0405	0.18899999999999997	0.0	0.111	0.45	108.04799999999999	4
91669	1ZPpGPko8oULTmi34rozMh	Trivia 轉 : Seesaw	72	246334	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.7070000000000001	0.7909999999999999	5	-4.481	0	0.035	0.18100000000000002	0.0	0.102	0.6779999999999999	106.985	4
91685	48XfojJC87VKLlUotYV0Gm	The Truth Untold	72	242293	0	['BTS', 'Steve Aoki']	['3Nrfpe0tUJi4K4DXYWgMUX', '77AiFEVeAVj2ORpC85QVJs']	2018-05-18	0.57	0.42200000000000004	1	-7.561	0	0.0422	0.37200000000000005	0.0	0.127	0.16899999999999998	113.007	4
91713	645YBsxhFPSOKxGep3uHLv	Love Maze	72	221529	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-05-18	0.636	0.8759999999999999	9	-4.652	1	0.0617	0.0487	0.0	0.0728	0.759	149.93200000000002	4
91717	1ok4gxOv8cg5WLjWK6TQhD	Go Go	72	235780	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.856	0.617	10	-5.308	0	0.0841	0.171	0.0	0.0857	0.759	136.082	4
91731	01gUlvzAPiwB9Ekq9kGVCM	Anpanman	72	232966	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.813	0.875	1	-2.92	0	0.0918	0.0237	0.0	0.28800000000000003	0.7559999999999999	99.00399999999999	4
91755	1OqDvYVDhJyFZny7XlfIyZ	Let Go	72	299707	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-04-04	0.5579999999999999	0.863	4	-3.53	1	0.17800000000000002	0.17	0.0	0.289	0.38799999999999996	173.908	4
91769	2tMBCYj22KxtmkAACIvvk4	Magic Shop	72	275696	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.541	0.6609999999999999	1	-5.837999999999999	1	0.0889	0.10300000000000001	0.0	0.0779	0.285	149.92600000000002	4
91927	5KawlOMHjWeUjQtnuRs22c	Boy With Luv (feat. Halsey)	84	229773	0	['BTS', 'Halsey']	['3Nrfpe0tUJi4K4DXYWgMUX', '26VFTg2z8YR0cCuwLzESi2']	2019-04-12	0.645	0.862	11	-4.757	0	0.0965	0.0923	0.0	0.192	0.7979999999999999	119.991	4
92363	5hnbE5BF2e8BCk9OMR1UVC	Mikrokosmos	76	224225	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-04-12	0.58	0.858	8	-5.212000000000001	1	0.114	0.125	0.0	0.0502	0.475	174.03900000000002	3
92516	7lthOBXNue2IvedLRfkod8	HOME	74	234178	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-04-12	0.633	0.799	7	-4.625	0	0.0429	0.0142	0.0	0.19399999999999998	0.535	142.991	4
92520	314ZkcV7oLWG8yWE7LABvH	Make It Right (feat. Lauv)	74	226321	0	['BTS', 'Lauv']	['3Nrfpe0tUJi4K4DXYWgMUX', '5JZ7CnR6gTvEMKX4g70Amv']	2019-10-18	0.584	0.685	7	-7.811	1	0.425	0.0304	0.0	0.18899999999999997	0.345	97.551	4
92680	6KUE0HSSudAp9AOycaF6SH	Make It Right	73	226321	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-04-12	0.638	0.703	7	-7.874	1	0.444	0.0104	0.0	0.132	0.261	105.766	4
92830	4saklk6nie3yiGePpBwUoc	Dynamite	91	199054	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.746	0.765	6	-4.41	0	0.0993	0.0112	0.0	0.0936	0.737	114.044	4
92865	249gnXrbfmV8NG6jTEMSwD	Life Goes On	89	207481	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.5660000000000001	0.716	1	-5.733	1	0.0424	0.0069099999999999995	0.0	0.37	0.45	81.068	4
93093	0t1kP63rueHleOhQkYSXFY	Dynamite	83	199054	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-08-28	0.746	0.765	6	-4.41	0	0.0993	0.0112	0.0	0.0936	0.737	114.044	4
93197	0n2moJpAEWHwaPYYjkzMDl	Blue & Grey	81	254950	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.547	0.605	8	-6.755	1	0.0415	0.42	0.0	0.125	0.364	121.95299999999999	4
93263	4TgxFMOn5yoESW6zCidCXL	Savage Love (Laxed – Siren Beat) [BTS Remix]	80	184905	1	['Jawsh 685', 'Jason Derulo', 'BTS']	['56mfhUDKa1vec6rSLZV5Eg', '07YZf4WDAMNwqr4jfgOZ8y', '3Nrfpe0tUJi4K4DXYWgMUX']	2020-10-02	0.758	0.598	0	-5.695	0	0.0868	0.16	0.0	0.295	0.6579999999999999	149.836	4
93281	2FVpOsjT1iquZ3SpCjZ9Ne	Telepathy	80	202313	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.787	0.669	5	-4.333	0	0.0428	0.00782	0.0	0.12300000000000001	0.57	104.994	4
93342	3QH8rQGNFX8VLbCgZ7uPTS	Fly To My Room	80	222243	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.764	0.526	11	-7.355	1	0.212	0.0484	0.0	0.0718	0.588	114.91	4
93362	2QyuXBcV1LJ2rq01KhreMF	ON	79	246381	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-21	0.583	0.8170000000000001	9	-5.146	0	0.0987	0.11800000000000001	0.0	0.33799999999999997	0.43799999999999994	105.936	4
93386	54DmTIv86D3sYdiawjULQ0	Dis-ease	79	239722	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.731	0.845	8	-5.352	1	0.132	0.0132	0.0	0.0782	0.484	101.085	4
93424	3ndCsZfq8OVwwkz9mmZvUz	Stay	79	204800	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-11-20	0.5820000000000001	0.693	6	-5.048	1	0.0465	0.114	0.0	0.13	0.341	125.904	4
93476	0ono6UCNVZ1XqOm6j78Blu	Filter	78	180221	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-02-21	0.7809999999999999	0.762	10	-5.188	0	0.0626	0.0222	0.0	0.121	0.86	110.042	4
93530	3Ys2PYl1wyPKQIwyqhP9cQ	Stay Gold	78	243267	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-07-14	0.723	0.634	1	-5.415	1	0.0542	0.0892	0.0	0.0787	0.5820000000000001	129.017	4
93732	2qG81jL9UIP54uS8gYyP4k	Who (feat. BTS)	76	180413	0	['Lauv', 'BTS']	['5JZ7CnR6gTvEMKX4g70Amv', '3Nrfpe0tUJi4K4DXYWgMUX']	2020-03-06	0.632	0.345	11	-8.0	0	0.0349	0.551	0.0	0.10400000000000001	0.0818	141.641	3
93752	3TZ7NHkMT82AhwuYsd00Hz	Your eyes tell	76	245147	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2020-07-14	0.449	0.491	9	-6.433	0	0.028999999999999998	0.27899999999999997	0.0	0.0654	0.258	139.923	4
93818	3UHPGOkUcE4hE7sqBF4Snt	Film out	88	214621	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2021-04-01	0.499	0.7090000000000001	10	-6.404	1	0.134	0.29600000000000004	0.0	0.331	0.314	164.032	4
119339	0EQMrxdeiBhry9JCxskko3	I'm Fine	71	240339	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.51	0.8420000000000001	11	-2.782	0	0.10300000000000001	0.00852	0.0	0.34600000000000003	0.302	87.605	4
119343	0xKNTDmIym4R2TfKnS4FQo	Airplane pt.2	71	218615	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-08-24	0.769	0.8170000000000001	0	-4.092	0	0.0339	0.0268	9.95e-05	0.084	0.866	139.97899999999998	4
119348	4CvId64YZSB0RfRdfzPIQU	So What	71	281521	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2018-05-18	0.6559999999999999	0.883	9	-4.294	0	0.0737	0.0238	0.0	0.0481	0.46	129.947	4
119417	6JdS5rJvJaRA7B1tcm7kxZ	Dionysus	72	249215	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-04-12	0.502	0.91	7	-2.7689999999999997	1	0.107	0.04	0.0	0.319	0.588	176.084	4
121082	2BNuFV7ROaRHu2j3N6k729	Attack on Bangtan	62	246526	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2013-09-11	0.7190000000000001	0.9620000000000001	11	-2.555	0	0.265	0.20199999999999999	0.0	0.165	0.669	117.999	4
121208	3CYqr8tC0Y3mrw80y6zqJC	Spine Breaker	62	238530	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.68	0.927	0	-1.058	1	0.149	0.16699999999999998	0.0	0.43700000000000006	0.862	93.975	4
157814	0UDCfleTgwihlnOUxbzokR	Awake	65	226161	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.35700000000000004	0.498	3	-6.5889999999999995	1	0.0332	0.023	1.99e-06	0.26899999999999996	0.33899999999999997	142.816	4
158001	7iV733e1KacKrFRaBNxVEf	Intro: Serendipity	64	139972	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-09-18	0.47600000000000003	0.581	8	-8.795	1	0.12	0.523	0.0	0.201	0.282	129.56799999999998	4
158584	2isSdmQfVv32j2haL6hk9x	Intro : Persona	70	171023	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2019-04-12	0.469	0.87	9	-4.475	0	0.342	0.0278	0.0	0.313	0.652	86.62200000000001	4
178949	6jJYbRYkvSuFwRtgTEpkb4	Embarrassed	58	241762	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.551	0.898	2	-3.0189999999999997	1	0.28600000000000003	0.18100000000000002	0.0	0.379	0.552	84.774	4
179049	1ACMf8SOANvKlOu4vTWiJN	Silver Spoon	61	233160	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-11-30	0.65	0.879	9	-2.886	1	0.0731	0.0010199999999999999	0.0	0.0483	0.536	166.89700000000002	4
179058	0PAq1DRlOGBAjXLno94j6b	Run	61	236748	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-11-30	0.5539999999999999	0.878	11	-3.02	0	0.0513	0.00146	0.0	0.0998	0.55	132.889	4
210478	5eM0WUGlosevLM5sA6UsWd	Let Me Know	61	254973	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.614	0.828	11	-4.84	0	0.0815	0.0116	0.0	0.0961	0.16	136.1	4
210502	2kyht6yYIHLianPBFxx7Mt	BTS Cypher Pt.3: Killer	61	267783	0	['BTS', 'Supreme Boi']	['3Nrfpe0tUJi4K4DXYWgMUX', '6sBiS0iWcCyMMgiYrEOxbt']	2014-08-20	0.7929999999999999	0.924	4	-3.017	0	0.321	0.0217	0.0	0.644	0.665	140.03	4
210505	1n99s09TM651WSXOMxyoHF	Tomorrow	60	261575	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-02-12	0.311	0.887	1	-2.5780000000000003	0	0.27699999999999997	0.00941	0.0	0.281	0.627	175.483	3
210519	4HEFpKZaYWGTjgCjhnSShV	Rain	60	264667	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2014-08-20	0.7020000000000001	0.851	1	-4.918	0	0.14300000000000002	0.031	0.0	0.354	0.313	89.95700000000001	4
210750	3RlcLpMmRvSd84Uw6Yt4Iw	I Need U	62	210987	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2015-04-29	0.486	0.88	5	-3.097	0	0.0706	0.0215	0.0	0.24	0.71	158.043	4
210845	1WpxXAGAGpF2OoVFCytYtS	Hold Me Tight	65	273992	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-05-02	0.636	0.799	6	-4.671	1	0.257	0.0154	3.95e-06	0.218	0.379	139.953	4
210886	3TVWi92dWPMVcKpXvX32UX	First Love	60	189795	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.517	0.741	8	-5.997000000000001	0	0.32299999999999995	0.36200000000000004	0.0	0.16399999999999998	0.672	86.52600000000001	4
210928	5U1XqpEGLeDd48dDFNqQEC	MAMA	60	212275	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.544	0.7390000000000001	5	-4.8180000000000005	0	0.23199999999999998	0.000226	2.14e-05	0.0816	0.467	185.81	4
210935	2offgVA6h500KKIvUYU5kP	For You	61	284587	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-09-07	0.5479999999999999	0.809	4	-4.533	1	0.185	0.44	0.0	0.102	0.574	165.892	4
210941	62c60jSWnJWI4EImxeNeSW	Intro: Boy Meets Evil	61	121771	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.573	0.89	5	-3.53	0	0.214	0.0212	0.0	0.132	0.242	130.254	4
210957	44F7Ieb36A6B2mXgrJLdR9	Lost	61	241787	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2016-10-10	0.547	0.84	9	-4.156000000000001	0	0.0551	0.000371	0.0	0.0562	0.479	85.001	4
211051	5nq1uTNIR1cBR72T87viS0	Go Go	67	235780	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-09-18	0.856	0.617	10	-5.308	0	0.0841	0.171	0.0	0.0857	0.759	136.082	4
211052	1yEzWCIc2MUt9Fw1p25YUo	Outro: Wings	66	225447	0	['BTS']	['3Nrfpe0tUJi4K4DXYWgMUX']	2017-02-13	0.654	0.903	11	-3.117	0	0.121	0.00503	0.0	0.0875	0.659	124.988	4
